"2021-07-12","24.19"
"2021-07-13","24.19"
"2021-07-14","24.19"
"2021-07-15","24.19"
"2021-07-16","24.19"
"2021-07-17","24.19"
"2021-07-18","24.19"
"2021-07-19","24.19"
"2021-07-20","24.19"
"2021-07-21","24.19"
"2021-07-22","24.19"
"2021-07-23","24.19"
"2021-07-24","24.19"
"2021-07-25","24.19"
"2021-07-26","24.19"
"2021-07-27","24.19"
"2021-07-28","24.19"
"2021-07-29","24.19"
"2021-07-30","24.19"
"2021-07-31","24.19"
"2021-08-01","24.19"
"2021-08-02","24.19"
"2021-08-03","24.19"
"2021-08-04","24.19"
"2021-08-05","24.19"
"2021-08-06","24.19"
"2021-08-07","24.19"
"2021-08-08","24.19"
"2021-08-09","24.19"
"2021-08-10","24.19"
"2021-08-11","24.19"
"2021-08-12","24.19"
"2021-08-13","24.19"
"2021-08-14","24.19"
"2021-08-15","24.19"
"2021-08-16","24.19"
"2021-08-17","24.19"
"2021-08-18","24.19"
"2021-08-19","24.19"
"2021-08-20","24.19"
"2021-08-21","24.19"
"2021-08-22","24.19"
"2021-08-23","24.19"
"2021-08-24","24.19"
"2021-08-25","24.19"
"2021-08-26","24.19"
"2021-08-27","24.19"
"2021-08-28","24.19"
"2021-08-29","24.19"
"2021-08-30","24.19"
"2021-08-31","24.19"
"2021-09-01","24.19"
"2021-09-02","24.19"
"2021-09-03","24.19"
"2021-09-04","24.19"
"2021-09-05","24.19"
"2021-09-06","24.19"
"2021-09-07","24.19"
"2021-09-08","24.19"
"2021-09-09","24.19"
"2021-09-10","9.29"
"2021-09-11","9.29"
"2021-09-12","9.29"
"2021-09-13","9.29"
"2021-09-14","9.29"
"2021-09-15","9.29"
"2021-09-16","9.29"
"2021-09-17","9.29"
"2021-09-18","9.29"
"2021-09-19","9.29"
"2021-09-20","9.29"
"2021-09-21","9.29"
"2021-09-22","9.29"
"2021-09-23","9.29"
"2021-09-24","9.29"
"2021-09-25","9.29"
"2021-09-26","9.29"
"2021-09-27","9.29"
"2021-09-28","9.29"
"2021-09-29","9.29"
"2021-09-30","9.29"
"2021-10-01","9.29"
"2021-10-02","9.29"
"2021-10-03","9.29"
"2021-10-04","9.29"
"2021-10-05","9.29"
"2021-10-06","9.29"
"2021-10-07","9.29"
"2021-10-08","9.29"
"2021-10-09","9.29"
"2021-10-10","9.29"
"2021-10-11","9.29"
"2021-10-12","9.29"
"2021-10-13","9.29"
"2021-10-14","9.29"
"2021-10-15","9.29"
"2021-10-16","9.29"
"2021-10-17","9.29"
"2021-10-18","9.29"
"2021-10-19","9.29"
"2021-10-20","9.29"
"2021-10-21","9.29"
"2021-10-22","9.29"
"2021-10-23","9.29"
"2021-10-24","9.29"
"2021-10-25","9.29"
"2021-10-26","9.29"
"2021-10-27","9.29"
"2021-10-28","9.29"
"2021-10-29","9.29"
"2021-10-30","9.29"
"2021-10-31","9.29"
"2021-11-01","9.29"
"2021-11-02","9.29"
"2021-11-03","9.29"
"2021-11-04","9.29"
"2021-11-05","9.29"
"2021-11-06","9.29"
"2021-11-07","9.29"
"2021-11-08","9.29"
"2021-11-09","9.29"
"2021-11-10","9.29"
"2021-11-11","9.29"
"2021-11-12","9.29"
"2021-11-13","9.29"
"2021-11-14","9.29"
"2021-11-15","9.29"
"2021-11-16","9.29"
"2021-11-17","9.29"
"2021-11-18","9.29"
"2021-11-19","9.29"
"2021-11-20","9.29"
"2021-11-21","9.29"
"2021-11-22","9.29"
"2021-11-23","9.29"
"2021-11-24","9.29"
"2021-11-25","9.29"
"2021-11-26","9.29"
"2021-11-27","9.29"
"2021-11-28","9.29"
"2021-11-29","9.29"
"2021-11-30","9.29"
"2021-12-01","9.29"
"2021-12-02","9.29"
"2021-12-03","9.29"
"2021-12-04","9.29"
"2021-12-05","9.29"
"2021-12-06","9.29"
"2021-12-07","9.29"
"2021-12-08","9.29"
"2021-12-09","9.29"
"2021-12-10","9.29"
"2021-12-11","9.29"
"2021-12-12","9.29"
"2021-12-13","9.29"
"2021-12-14","9.29"
"2021-12-15","9.29"
"2021-12-16","9.29"
"2021-12-17","9.29"
"2021-12-18","9.29"
"2021-12-19","9.29"
"2021-12-20","9.29"
"2021-12-21","9.29"
"2021-12-22","9.29"
"2021-12-23","9.29"
"2021-12-24","9.29"
"2021-12-25","9.29"
"2021-12-26","9.29"
"2021-12-27","9.29"
"2021-12-28","9.29"
"2021-12-29","9.29"
"2021-12-30","9.29"
"2021-12-31","9.29"
